age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
45,Private,Bachelors,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,60,United-States,>50K
55,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,Local-gov,Bachelors,Married,Professional,Wife,White,Female,0,0,20,United-States,>50K
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
32,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
24,Private,Bachelors,Never-Married,White-Collar,Own-child,Asian-Pac-Islander,Male,0,0,40,*,<=50K
51,Self-emp-inc,*,Married,Professional,Husband,White,Male,99999,0,70,United-States,>50K
57,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,Associates,Separated,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
38,Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,50,United-States,>50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
33,Private,High School grad,Married,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
41,State-gov,Associates,Separated,White-Collar,Not-in-family,White,Male,0,0,50,*,<=50K
19,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,30,United-States,<=50K
46,Private,Dropout,Separated,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
54,Private,High School grad,Married,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
53,Private,High School grad,Married,Service,Husband,Asian-Pac-Islander,Male,0,1601,40,United-States,<=50K
47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,Associates,Never-Married,Admin,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,18,United-States,<=50K
63,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,1470,0,10,United-States,<=50K
37,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
21,Self-emp-not-inc,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,45,United-States,<=50K
24,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,60,*,<=50K
20,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States,<=50K
69,Self-emp-not-inc,High School grad,Widowed,Other,Husband,White,Male,0,0,30,United-States,<=50K
46,Local-gov,High School grad,Separated,Service,Unmarried,White,Female,0,0,43,United-States,<=50K
31,Private,Dropout,Never-Married,Admin,Own-child,White,Male,0,0,32,United-States,<=50K
50,Private,Bachelors,Married,Professional,Husband,White,Male,7687,0,50,United-States,>50K
41,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,30,United-States,<=50K
36,Local-gov,High School grad,Married,Blue-Collar,Husband,Black,Male,3103,0,8,United-States,<=50K
61,Private,Dropout,Married,White-Collar,Husband,White,Male,0,0,20,United-States,<=50K
25,Private,Dropout,Never-Married,Admin,Not-in-family,White,Male,0,0,35,United-States,<=50K
36,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,Masters,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,>50K
34,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
40,Private,High School grad,Married,White-Collar,Own-child,White,Female,0,0,35,United-States,>50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,12,United-States,<=50K
33,Private,Associates,Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,>50K
32,Private,Masters,Married,Other,Husband,White,Male,0,0,54,United-States,>50K
67,Local-gov,Masters,Married,Admin,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,60,United-States,<=50K
47,Private,*,Separated,Professional,Not-in-family,White,Male,43162,0,50,United-States,>50K
18,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,20,*,<=50K
39,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,Masters,Married,Sales,Husband,White,Female,4386,0,50,United-States,>50K
33,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,50,United-States,<=50K
37,Self-emp-not-inc,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,Bachelors,Never-Married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,Associates,Never-Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,*,Married,Professional,Husband,White,Male,0,1902,65,United-States,>50K
40,Local-gov,High School grad,Separated,White-Collar,Not-in-family,Black,Female,0,0,40,*,<=50K
28,Private,Masters,Married,Blue-Collar,Husband,White,Male,0,0,50,*,<=50K
17,Self-emp-not-inc,Dropout,Never-Married,Service,Own-child,White,Male,0,0,23,United-States,<=50K
31,Private,High School grad,Married,Other,Husband,White,Male,0,0,35,United-States,<=50K
65,Private,Masters,Married,Professional,Not-in-family,White,Male,2189,0,20,United-States,<=50K
36,State-gov,High School grad,Married,Blue-Collar,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,Associates,Separated,Admin,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Private,Masters,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Female,0,0,40,United-States,<=50K
59,Local-gov,*,Widowed,Professional,Not-in-family,White,Male,0,0,50,United-States,>50K
48,Self-emp-inc,Bachelors,Married,Professional,Not-in-family,Asian-Pac-Islander,Male,0,0,40,*,>50K
40,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,*,<=50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,16,United-States,<=50K
53,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
23,Local-gov,High School grad,Married,Service,Not-in-family,White,Female,0,0,40,*,<=50K
31,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
58,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,7298,0,40,United-States,>50K
68,Private,Dropout,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
33,*,Bachelors,Married,Other,Husband,White,Male,0,1902,45,United-States,>50K
40,Self-emp-not-inc,High School grad,Married,Blue-Collar,Wife,White,Male,0,0,15,United-States,<=50K
26,Private,Masters,Married,Sales,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,Dropout,Never-Married,Other,Own-child,White,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,Associates,Never-Married,Admin,Wife,White,Female,0,0,20,United-States,<=50K
34,State-gov,Masters,Separated,Professional,Not-in-family,White,Female,4898,0,40,Latin-America,>50K
36,Private,Bachelors,Separated,Service,Unmarried,White,Female,0,0,35,United-States,<=50K
25,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,Bachelors,Married,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,>50K
69,Private,Bachelors,Married,White-Collar,Not-in-family,White,Male,0,0,20,United-States,<=50K
59,Private,Associates,Married,Service,Husband,Black,Male,0,0,40,United-States,<=50K
55,Private,High School grad,Separated,White-Collar,Husband,White,Male,0,1977,45,United-States,>50K
32,Private,High School grad,Never-Married,Admin,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
37,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,35,United-States,<=50K
27,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,37,United-States,<=50K
28,Self-emp-inc,High School grad,Never-Married,White-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
56,Private,Bachelors,Married,Professional,Husband,White,Male,5013,0,42,United-States,>50K
61,Private,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
44,State-gov,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,15,United-States,<=50K
57,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Black,Female,0,0,10,United-States,<=50K
34,Private,Masters,Married,Professional,Husband,Asian-Pac-Islander,Male,2918,0,40,*,>50K
56,Private,Bachelors,Separated,Professional,Not-in-family,White,Male,9745,0,32,United-States,>50K
59,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
58,Self-emp-not-inc,High School grad,Married,Professional,Husband,Black,Male,15024,0,40,United-States,>50K
26,Self-emp-not-inc,High School grad,Never-Married,Professional,Own-child,Black,Female,0,0,40,United-States,<=50K
46,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,5,United-States,<=50K
39,Private,Masters,Married,Professional,Husband,White,Male,0,0,50,United-States,>50K
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,42,United-States,<=50K
33,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,Dropout,Never-Married,Admin,Own-child,White,Male,0,0,40,United-States,<=50K
42,Local-gov,Associates,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States,<=50K
50,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
59,Local-gov,High School grad,Married,Professional,Husband,White,Male,0,0,40,United-States,>50K
28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,*,<=50K
32,State-gov,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,50,United-States,<=50K
55,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,54,United-States,>50K
20,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,United-States,<=50K
50,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,40,United-States,<=50K
22,State-gov,Dropout,Separated,Admin,Not-in-family,White,Female,0,0,15,*,<=50K
31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,Masters,Married,Blue-Collar,Husband,White,Male,7687,0,50,United-States,>50K
63,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,99,United-States,<=50K
33,Private,Associates,Married,Professional,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,High School grad,Never-Married,Admin,Husband,White,Male,3103,0,40,United-States,<=50K
42,Local-gov,Bachelors,Married,White-Collar,Wife,White,Female,0,0,50,United-States,>50K
25,Private,High School grad,Separated,Admin,Unmarried,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
33,Private,Dropout,Married,Professional,Husband,White,Male,0,0,60,United-States,>50K
49,Self-emp-not-inc,Masters,Married,Professional,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,65,United-States,>50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,15,United-States,<=50K
34,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,70,United-States,<=50K
60,State-gov,Masters,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
38,Private,Bachelors,Married,Professional,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,>50K
41,Private,Masters,Married,Professional,Wife,Asian-Pac-Islander,Female,0,0,45,*,<=50K
31,Private,High School grad,Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States,>50K
47,Private,Bachelors,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,26042,0,60,*,>50K
29,Private,Bachelors,Separated,Admin,Not-in-family,White,Female,0,0,40,*,<=50K
30,Private,High School grad,Never-Married,Professional,Unmarried,White,Male,0,1983,40,United-States,<=50K
28,Local-gov,Associates,Separated,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,Bachelors,Separated,Professional,Unmarried,White,Male,0,0,54,*,>50K
60,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,High School grad,Married,Blue-Collar,Not-in-family,Black,Male,0,0,45,United-States,<=50K
48,Private,*,Separated,Admin,Unmarried,Black,Female,0,0,50,United-States,<=50K
29,Local-gov,Bachelors,Married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,80,United-States,<=50K
51,Private,*,Married,White-Collar,Husband,White,Male,7298,0,40,United-States,>50K
25,Private,Bachelors,Never-Married,White-Collar,Husband,White,Male,0,0,45,United-States,<=50K
19,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,20,United-States,<=50K
36,Private,High School grad,Married,White-Collar,Wife,White,Female,0,0,50,*,<=50K
22,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States,<=50K
38,State-gov,High School grad,Separated,Admin,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
25,Local-gov,High School grad,Separated,Sales,Unmarried,Black,Male,0,0,40,United-States,<=50K
19,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,30,United-States,<=50K
30,Private,High School grad,Widowed,Other,Own-child,White,Female,0,0,24,United-States,<=50K
50,State-gov,High School grad,Married,Service,Unmarried,White,Male,0,0,40,*,<=50K
37,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,0,2665,40,*,>50K
26,Private,Associates,Separated,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
39,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
39,Self-emp-not-inc,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,0,54,United-States,>50K
33,Self-emp-inc,High School grad,Married,Other,Husband,Black,Male,0,0,50,United-States,>50K
56,Self-emp-not-inc,High School grad,Married,Professional,Wife,White,Female,15024,0,35,United-States,>50K
26,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,Associates,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,State-gov,*,Married,Professional,Husband,White,Male,99999,0,54,United-States,>50K
22,Private,High School grad,Never-Married,Other,Unmarried,White,Male,0,0,45,United-States,<=50K
57,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,44,United-States,<=50K
44,State-gov,Masters,Separated,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,Associates,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,20,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Never-Married,Admin,Not-in-family,Black,Male,0,0,45,United-States,<=50K
36,Local-gov,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,24,United-States,<=50K
39,Private,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,50,United-States,>50K
32,Private,Masters,Never-Married,Professional,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,45,*,<=50K
32,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,>50K
29,Private,High School grad,Never-Married,Sales,Wife,White,Female,0,0,40,United-States,<=50K
34,Private,Associates,Never-Married,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
27,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,50,United-States,<=50K
31,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,>50K
